,copium,ground_density,moist,reflectivity,silicon_rate,oxygen_rate,iron_rate,aluminium_rate,magnesium_rate,undetectable
0,0,1.16948708648121,0.14251143121554508,0.27862944751096236,0.09800693998964712,0.03325761728563403,0.6056080220649018,0.18175706517787335,0.07017706932267945,0.011193286159264307
1,0,0.9642608238448567,0.14537037799328476,0.49899280328697593,0.18928765626364832,0.06137634749228391,0.5813140368743082,0.07946383703173342,0.0706031733396565,0.017954948998369705
2,0,2.1079833179775678,0.13211494924295678,0.4639255303575375,0.05534021301618315,0.07169016029955388,0.5599764127227757,0.10958144791326188,0.12418643431840001,0.07922533172982542
3,1,1.2252328322538424,0.11734279612125606,0.0194089430259162,0.2539611874599233,0.09714384836409845,0.058262879783683635,0.2691084054198086,0.21730028374082735,0.10422339523165862
4,0,0.7760089149733309,0.21515708693468844,0.35158141149913763,0.07817005796381585,0.13580298800617588,0.33654400785504934,0.21091540418626248,0.10108549335049048,0.1374820486382059
5,0,2.305543999629335,0.046942450851755836,0.34322721765227,0.1147771577815959,0.023561967866606956,0.15679187764983832,0.4994474957901077,0.11995922365296026,0.08546227725889086
6,0,0.9114961471311034,0.07327243203150693,0.3683953673363169,0.18010315240279864,0.008769840943285218,0.5081310579263785,0.15926265200855835,0.11129249993720311,0.032440796781776166
7,0,0.8376339411812869,0.12087667282781987,0.3969991388826395,0.28875995289074974,0.04287667607181592,0.06109273109995299,0.3270944420985262,0.2149994194581917,0.0651767783807636
8,0,1.5218003537532272,0.002419239209270152,0.2671039257313523,0.26226603780078767,0.01107716058176527,0.14284545462149745,0.44363369018950577,0.04288637399637997,0.09729128281006386
9,0,2.039426928494457,0.1696993297593174,0.5324572310061648,0.13454403064730508,0.04687653603922133,0.5242707082452699,0.2554817249003584,0.02180855027054158,0.017018449897303636
10,0,0.5271072667052114,0.05616886323111329,0.14525623341410993,0.12004611184605049,0.04314236848452289,0.554677506974848,0.21349757030599545,0.028804512295829532,0.039831930092753716
11,0,1.0325810134375182,0.25171855442123536,0.47193428681286426,0.08244541459346237,0.05468707445457245,0.58062519257937,0.21239772074504293,0.027835527015561468,0.042009070611990856
12,0,0.874894036086846,0.07078201765307494,0.4899808805862435,0.0543283345582,0.006262334400858653,0.6018852641585581,0.15352827667240088,0.1380653184570725,0.04593047175290996
13,0,1.4321370592429297,0.042840117926496876,0.4991332606277583,0.058790398482940556,0.07334196223154062,0.4752090042536727,0.20732159674935355,0.17660833610630253,0.008728702176190074
14,0,0.7419095795310846,0.17281300899166052,0.11917569412277482,0.10970578779362514,0.0673452971452002,0.19398375961590403,0.4319842731964631,0.13817681928372197,0.058804062965085585
15,0,1.1521448937057128,0.29898319612875923,0.5707043199055869,0.019907193018584735,0.04607845170548514,0.3735434408677404,0.3127678612323318,0.17349568320296094,0.07420736997289686
16,0,1.7268093282541503,0.21085426419212924,0.2021376004593865,0.20929611381476543,0.0066206028699299785,0.5068001450793549,0.0916067380037556,0.10086732698058705,0.08480907325160707
17,0,1.238587437441272,0.06281409607346068,0.2586457980489464,0.19455229695224943,0.05625696703962872,0.33957824045645457,0.33724182091832827,0.04258561813812225,0.029785056495216646
18,0,0.5611201521973896,0.23138629810709724,0.3415057062914116,0.10604408240748543,0.004545717217768166,0.49510346112671744,0.23927134246830964,0.12145253872944187,0.033582858050277394
19,0,1.1990451051118156,0.17819280611904792,0.052838863112488775,0.10153932851180192,0.05063826839487592,0.4445310630247889,0.2840225496143267,0.06439891554179161,0.05486987491241498
20,0,0.9408984162215428,0.09776909775340908,0.26005677717521913,0.09500426365324507,0.029715514243951437,0.48107826014247707,0.3020249282139482,0.05118011110742829,0.04099692263894999
21,0,0.4771710142302985,0.09054159005366039,0.174088809922001,0.16261036271212648,0.02940959446135923,0.5004666704474267,0.09546596469888459,0.1260203196468792,0.0860270880333239
22,0,0.705631338172378,0.1930975696205547,0.29690967377671745,0.21978726431967904,0.06637674755070004,0.40168878921043394,0.06954195795385691,0.17292758224907923,0.06967765871625076
23,0,0.7722149796324744,0.18887898980739404,0.144393336191355,0.2134009844793229,0.03060191423464282,0.6075439459979611,0.09610592139191884,0.014335119014332749,0.03801211488182152
24,0,1.5489818043645176,0.08198776094748933,0.00492201444658733,0.14457662006212066,0.04384805081587875,0.4026828652815559,0.3484171207235653,0.011681171733416292,0.04879417138346316
25,0,0.797212213317965,0.23849815128409435,0.18488743540522526,0.10308413918561717,0.035310419524229864,0.4362401649266613,0.22630589130544068,0.16138827031323583,0.037671114744815104
26,0,1.2098491072270394,0.044413416571922715,0.022764967551675896,0.034002785697977204,0.018709842137923347,0.3855578662627979,0.39828961604805085,0.12533702773461877,0.03810286211863191
27,1,3.092422901737333,0.16334818910562018,0.01375524447156884,0.2600165269653671,0.07184156521507712,0.3196000620483591,0.2574368842241076,0.07787140776747996,0.013233553779609167
28,0,1.4740556291035798,0.16282886530518145,0.10165690159267989,0.1174277350677995,0.03558343760386253,0.5739266192907567,0.163481028514529,0.0820821005547951,0.027499078968257002
29,0,0.5793803290535594,0.28298670393869263,0.10475815425536825,0.0872595666816904,0.027674183669846888,0.44273922417687994,0.2975010350341686,0.09448297926989696,0.05034301116751723
30,0,1.2598963243473373,0.177611230851597,0.5635158550562904,0.09829147024165819,0.054229128327017366,0.5307998158099361,0.12212444847809593,0.149766646134956,0.0447884910083363
31,0,1.3148557652897628,0.26533578639835254,0.3629446658496845,0.16452521260269123,0.0604123329261475,0.3672511579652776,0.17817153327055393,0.18115316117948793,0.04848660205584188
32,0,1.6179174718793958,0.020270173173411375,0.38125518372132733,0.08135517222764714,0.008464059455035805,0.6409570347802837,0.18821268496690974,0.04925644279963859,0.03175460577048508
33,0,1.2125011418170302,0.26855172872486616,0.2798575988558494,0.097363852238399,0.07059443344374726,0.4646665254781549,0.29790604643948665,0.02621357166976182,0.04325557073045028
34,0,1.725659081099126,0.21175482374143814,0.5486399799450961,0.22234460791109364,0.060807969205822675,0.2121663596623116,0.3926382527611232,0.05253053430397244,0.059512276155676516
35,0,0.6349337233865752,0.10716504407611924,0.3769919066807121,0.20692738934377186,0.011569320890155575,0.27570543345790793,0.42584346330950895,0.03297034238727413,0.046984050611381646
36,1,0.9517633675553958,0.0357968946290075,0.03238624926368889,0.22484578827725457,0.07259003583005268,0.3057131137690041,0.10422072262186875,0.2370259668682757,0.05560437263354405
37,1,0.5799384762821597,0.22434069655770236,0.01825149948053659,0.24103160742756571,0.1052850118524656,0.2028503726463887,0.31836870105367043,0.0576430471614436,0.07482125985846598
38,0,1.5557479492772623,0.08065043170005261,0.5022125478837335,0.19173039612285164,0.04412029564459654,0.33784254900179,0.2745755887970315,0.1084987674798085,0.04323240295392193
39,0,1.6372885085165048,0.011660362010987567,0.5139078952333466,0.11455001617842436,0.03167737156019049,0.28886511266369863,0.39278913822378425,0.10185749552641675,0.07026086584748562
40,0,1.351466693687049,0.11865219704438107,0.02241158317248617,0.05273704364763656,0.05957032993549761,0.16455938713208637,0.46563178556801776,0.20143629255295364,0.056065161163808025
41,0,1.1729715972114083,0.29509198316911617,0.24182969500855217,0.05453886067269115,0.016813840156708743,0.5001460318597204,0.27106761935547224,0.1060319541244396,0.05140169383096787
42,1,1.2393636830352666,0.2721382131965101,0.12453469545977307,0.30597203126078576,0.06340858961520546,0.2858535341636943,0.21348877397462768,0.03459668700164227,0.09668038398404452
43,0,0.7581495031261403,0.21947157493515124,0.2348049294115898,0.13891374249376626,0.03538081187874501,0.4100326732572776,0.3246142712690815,0.032651201779859355,0.05840729932127027
44,1,1.181940540645996,0.24476068682809304,0.006683319601081083,0.3943903292464683,0.07431877537735374,0.07010604738817919,0.11692574315949135,0.3277057094905018,0.016553395338005553
45,1,0.4,0.21369698047671737,0.07621574283614582,0.04101725797550703,0.04094027148022317,0.3523213497652359,0.28006371625085913,0.272673342067301,0.012984062460873792
46,0,2.5168054265556736,0.06642683944022931,0.4959576602908049,0.13817708701932377,0.032855440620106396,0.5280978009768971,0.14183782719767907,0.09751013702999098,0.06152170715600268
47,0,0.4,0.10988653134250216,0.1750155261555055,0.2320134854021753,0.027076904160167663,0.37553595724347444,0.2462345381288509,0.07896890366233399,0.04017021140299772
48,0,1.7728799205895491,0.09312886802055409,0.4491465291987567,0.12358094934225608,0.042360003272397716,0.4428305615419828,0.22102685545179687,0.12861501040690546,0.041586619984661156
49,0,1.5960101626365635,0.1313885285314271,0.18193499176986813,0.12984498889589344,0.012213225558211697,0.6302822033347564,0.1549380247790407,0.055937088155346176,0.01678446927675169
50,0,1.1610850651476068,0.0575052657974207,0.22634750945480855,0.1372756314572025,0.040542452310669136,0.40179481598261896,0.2689250011676192,0.11516060370459293,0.0363014953772973
51,1,0.7769279109454607,0.212763381790698,0.36554524211900724,0.4487516404397545,0.06570277118098442,0.19080962842551336,0.12641331923077895,0.06398560321269392,0.10433703751027483
52,0,0.8213624866831731,0.0700654061503043,0.39998552657376457,0.09498065958894578,0.03514877224583421,0.7140487645393775,0.07246331061574128,0.061425116877887466,0.02193337613221383
53,0,2.238057471889069,0.07435023030436468,0.31743325814601553,0.042545639031281904,0.03506231574687211,0.3614248748706666,0.40367480275599515,0.13990034543268567,0.017392022162498497
54,0,1.234024891388862,0.14129608271346833,0.3926206958725373,0.1485452141998282,0.030372767833129248,0.39084237229906943,0.25501261457188895,0.13566619872500787,0.03956083237107619
55,1,0.6033039608274808,0.005441436946207656,0.2785196977927717,0.43868920408024414,0.007318426039579018,0.21840550777918427,0.12626702924423638,0.12310606677297854,0.08621376608377779
56,0,1.2964090232070462,0.2241282102694011,0.1160759906185898,0.1833735919574186,0.05404653979152078,0.4534400334555508,0.1608340011578389,0.12261024668490116,0.02569558695276969
57,0,2.2083113144804196,0.21085327889116118,0.2002734291838484,0.2521028763501006,0.03532061946712502,0.15356685103371245,0.4348547544733699,0.04724411134821248,0.07691078732747934
58,0,1.8957127789065202,0.02235210446999657,0.41868140827878864,0.15574181780144078,0.06232943994679035,0.3284731728714655,0.37827399877858364,0.038085894644705146,0.03709567595701469
59,0,1.305748980781717,0.04702001750841876,0.5795244789746596,0.15699733580425748,0.07448708498347643,0.3400562015815832,0.22587869234512503,0.08929510958135034,0.11328557570420765
60,0,1.4906872315082231,0.2445965009421999,0.5160788311502685,0.04991285915054641,0.03749586558169136,0.3720581457565506,0.33832044429537017,0.14239010182476677,0.05982258339107472
61,1,1.9002452621548684,0.26805917695873305,0.14131588469597633,0.040786383877479536,0.042601661101885124,0.19749472483710043,0.5543573411706808,0.06656727413626551,0.09819261487658867
62,0,1.3299091115664723,0.2338664266498899,0.4330208181906357,0.15456463694732386,0.03606441828149964,0.15377647660712485,0.4709207904120734,0.029492758219416323,0.15518091953256186
63,1,0.9676536677313643,0.13369259947031134,0.14867450612786917,0.16926066451166075,0.029843121237355438,0.6606414518816591,0.030225332342590158,0.058051133791424146,0.05197829623531046
64,0,1.4544773324480569,0.2812078737423757,0.2969623426312167,0.120485402118229,0.04783962895675049,0.5359261930733276,0.17075623710515594,0.06709174900586186,0.057900789740675127
65,0,2.036964015383999,0.2867437820304994,0.4199348606526866,0.13180956478555392,0.025273124958075724,0.3289759184029413,0.3750887056064303,0.12648716388155007,0.012365522365448743
66,0,1.1003246980993369,0.11125248565855891,0.4178840857083196,0.02734645749984962,0.0575731046426895,0.5702345409479436,0.19413320573575463,0.07875058010713891,0.07196211106662372
67,0,0.6707102763703763,0.026653754759463077,0.006672171309717289,0.08380973654447205,0.053185487315026675,0.4003577007240512,0.36113141125464376,0.03762714522070563,0.06388851894110065
68,1,1.2541230267979437,0.13337586339513924,0.17887211509832182,0.2635192057400309,0.08423948475502269,0.38429140946030077,0.03907592970637386,0.18434562398836749,0.044528346349904345
69,0,1.6316320495745846,0.07902608040329488,0.16624338539747388,0.16516741001624255,0.032601289826121795,0.5953595866503498,0.1786449573088883,0.019568929394145732,0.008657826804251804
70,0,0.5467633357048768,0.2983902790257486,0.11608739281888407,0.02371277712907779,0.008493370438025314,0.35653202601932094,0.4381185719522592,0.07393911876053577,0.09920413570078107
71,1,2.2761513918956147,0.07808344995240935,0.05516456378658343,0.1879188485120784,0.04852033443461869,0.34494744049172515,0.2795153537939166,0.12879490031343416,0.010303122454226987
72,0,1.06164345477498,0.15519478341453838,0.41967581794055625,0.08530477987559289,0.004152512036546675,0.5607040314248266,0.3045167806272941,0.016833673962645745,0.028488222073093927
73,0,0.6613363018817553,0.27709914417811127,0.4328209466006902,0.029864970793104587,0.03621012107135861,0.43552352378551307,0.4138379414775778,0.04132737434221934,0.04323606853022664
74,1,2.811619024988872,0.26536471294843667,0.4111434107023495,0.018207269161291336,0.010816482856794884,0.5552223022664484,0.27947431722090743,0.09342328750674939,0.04285634098780847
75,1,1.402725643282198,0.09422006587349974,0.03999755558967137,0.2843551574714577,0.03246683910858579,0.06510985326501338,0.2925038995545727,0.25002152436086433,0.0755427262395062
76,0,1.7444428264585925,0.12120317457754111,0.5369866556666065,0.14540462930741116,0.051431052103259434,0.3907469207542392,0.18489761534175791,0.21542438252994098,0.012095399963391418
77,0,1.2788922089001753,0.19011209270766033,0.3189549827710283,0.22425202691199822,0.07632627114774337,0.38641555169804237,0.16483248787812685,0.11130573912505724,0.03686792323903193
78,0,1.1608176426277823,0.12584283902304647,0.302272728198202,0.11005003015621084,0.06158038148377536,0.3280288361687936,0.39185648831685793,0.09866359941461142,0.009820664459751001
79,0,2.624989941665237,0.08407940356022499,0.24640011280048357,0.1285919327698432,0.011833013225848055,0.593513084202819,0.17622428339910848,0.053967012500141895,0.035870673902239525
80,0,0.8974643144170299,0.281396759531254,0.435135312133818,0.24087704750535194,0.0028121323482113753,0.3964280015361926,0.18641762117012659,0.1181728277138828,0.05529236972623464
81,1,2.533633310797679,0.19984670247842876,0.050934625784817444,0.14327286986943302,0.10690478349658523,0.09752448911237607,0.5135230649722484,0.04923365709362309,0.08954113545573418
82,0,1.4021369030043234,0.18163615557810942,0.431593446182193,0.07312091826313281,0.030606151853454604,0.42824087261526994,0.3022818385122786,0.11301315729920598,0.052737061456658046
83,0,1.6799851067809297,0.050694570598696094,0.5458323759532954,0.16357760373335986,0.07064007193834346,0.11570787581751041,0.5223405247742362,0.0453062523465969,0.08242767138995317
84,0,1.2605476987231925,0.1868260998585158,0.5519399228828272,0.019202097008532183,0.01839046670647369,0.283584714704629,0.5677515689033678,0.06439062246449671,0.04668053021250057
85,0,0.927437436333773,0.29344682256088306,0.038278785118961545,0.11542756206071944,0.027523372849083915,0.5677488311135699,0.2058428793866643,0.014692389412693631,0.06876496517726878
86,0,1.0621207865379083,0.15747509677294722,0.21450535180903516,0.148838824766484,0.013147163953321411,0.46247073873820993,0.20646208459465706,0.13337352171024444,0.035707666237083234
87,0,2.5646268664311074,0.22540880302784128,0.19718669247125817,0.09715424916975725,0.02078324878450946,0.10203775512728973,0.4178098424759709,0.32156242090730386,0.040652483535168704
88,1,0.6395394678136472,0.1045454846428408,0.009746482735115513,0.08811337184696232,0.05966553140713901,0.5958494319466915,0.03744684089411197,0.17044749594137032,0.048477327963724746
89,0,0.9259931848669091,0.18295046015126773,0.30786249175199504,0.042737134696553124,0.007523946152702247,0.5051459326256195,0.3673854815635353,0.025729927481955326,0.0514775774796344
90,0,1.9715405516469824,0.2997713419016877,0.4541812702347501,0.2199536654025041,0.00027607363782342656,0.6268150274619255,0.09030652683257022,0.04039179695073746,0.022256909714439436
91,0,1.1832171057112977,0.1401344678453019,0.34647730404192423,0.10395208565375563,0.0484856389867367,0.22745292063194586,0.4316534832419576,0.1270784982476504,0.0613773732379538
92,0,1.6657390494221183,0.24795069269784162,0.3600492493120155,0.11480212037882351,0.020900636564653154,0.25444549013935186,0.3758092268169301,0.16449586146943596,0.06954666463080539
93,0,1.6607439786424107,0.17842559588519485,0.4637097091298838,0.14602803657035068,0.005853799154011507,0.3958003996225549,0.3141242005325558,0.09939251428978017,0.03880104983074678
94,0,1.5278719499997555,0.20612947675094515,0.36159672673372845,0.05750373004381499,0.0572910850794704,0.09135102977374457,0.519444153365933,0.19453056525276016,0.07987943648427671
95,0,1.375241354162243,0.14299390027495587,0.4924974455566397,0.10370160765898527,0.01140644339305092,0.5235084345641502,0.21441060276630683,0.13676685778625175,0.010206053831255073
96,0,0.9426648509521653,0.25399528607948113,0.4771525671554866,0.18590488130476154,0.03594139117798969,0.4774095093142765,0.1362098081239823,0.08119596334541615,0.08333844673357395
97,0,1.4292301624813604,0.10021284885874172,0.10324124694133308,0.15415441681300524,0.026709682100695232,0.4508745247841708,0.2261728191569073,0.0792615758670933,0.06282698127812827
98,0,0.8925074220809137,0.0970389512273959,0.09102674654709182,0.12962242969741425,0.06093925149980057,0.2235448106988797,0.392919495676668,0.13147838890244448,0.06149562352479283
99,1,0.7248609098687475,0.03691415017191719,0.05178803350572214,0.4105234501067354,0.12090408886691659,0.16081249766236136,0.17290922360397884,0.11633059764947021,0.01852014211053751
100,0,0.9275059553800439,0.19400004970085952,0.33763295776661834,0.1860807188626563,0.044906065543659314,0.42677246193135715,0.22394515989706323,0.08713503827131924,0.031160555493944714
101,0,1.8696219369781488,0.2994101194097298,0.2984205202888826,0.04555995614515992,0.009529904425340163,0.6631696518656429,0.12955476271998034,0.13424645146910186,0.01793927337477477
102,0,0.46934067535814583,0.1815545274743564,0.12625647737436377,0.17250568717455347,0.007613149072208516,0.5507761118602688,0.1371332948503137,0.11719153995951548,0.01478021708314
103,0,1.1746287094122971,0.2817812902450987,0.4507928757242978,0.11351937159047576,0.03389711433473323,0.5629998978230294,0.20309857792978173,0.04732137202672971,0.03916366629525018
104,0,0.9794620405976812,0.29573638766188254,0.3828720843796167,0.03839438947570896,0.11977249612548159,0.3073450382378585,0.39503722606810465,0.020762982873770285,0.11868786721907605
105,0,1.3024536046117081,0.15396753200644797,0.19899590712724993,0.07004235703778208,0.034933840357832466,0.4760320813225395,0.3209417801519863,0.05171981749767288,0.04633012363218688
106,0,1.6468769661263507,0.2792329142914704,0.3672714679785157,0.12959573129897742,0.026645827388108372,0.5359551308946532,0.1495334811705756,0.13412290871691757,0.024146920530767935
107,0,2.652235267580836,0.123506389570553,0.5741244461272105,0.07126943163451875,0.04068839852923112,0.5212837512654825,0.16302612166206784,0.16940045287821168,0.03433184403048806
108,0,1.064361541018953,0.058007652864226794,0.5744792261220057,0.05848509031612959,0.05467676614898433,0.12533706918453635,0.35978841829929015,0.19389913862198246,0.207813517429077
109,0,0.84940274291139,0.012630475427456744,0.24592329359132628,0.1354138886901982,0.06176648079313412,0.4548011562015229,0.17158916394423587,0.12387815560168905,0.052551154769219906
110,0,1.5082791978801309,0.1654670964258795,0.12209809307313352,0.0851761688817833,0.0009430392151260758,0.48981492414901706,0.29336948951213165,0.1036818508727494,0.02701452736919244
111,0,1.0387577472966258,0.019882625010915145,0.342214789199682,0.07797970180518347,0.005494514048415108,0.6213813509080328,0.12304059738253458,0.10832486201063157,0.06377897384520233
112,0,2.195676504041067,0.1693107364898162,0.3161108191843775,0.017457894035563023,0.04783816437588979,0.28063619338264123,0.42412955157933774,0.1793167212622452,0.05062147536432292
113,0,1.969433089915348,0.16369353474709142,0.42686665138419744,0.20200378253869372,0.0010729464547165827,0.45399459199490044,0.2497559218265892,0.07968527718766077,0.01348747999743932
114,0,1.1417881980733489,0.2711117193283498,0.49058622302499033,0.20761436516694856,0.048874089743979936,0.3333367767403285,0.21221853928379145,0.14854198990998604,0.049414239154965595
115,0,2.041928127053745,0.24135617606402293,0.2437153829627947,0.01996759414312343,0.011868595559171672,0.49004329215715214,0.34384846505655814,0.08736859583427159,0.04690345724972309
116,0,1.4008963956609652,0.16948436611912546,0.09057917993245461,0.14802191172478363,0.015177895885223568,0.3989833032954036,0.09336656557718484,0.32743394990700603,0.017016373610398206
117,0,1.5357675330151783,0.25413268045765786,0.021184222966525133,0.1580563217468308,0.04993467736574599,0.37792831917370573,0.2632878900043044,0.13549606656898555,0.015296725140427379
118,0,1.0525409648045652,0.16772070683321577,0.5088999472857207,0.11156621636328799,0.015422876858371471,0.5164837659373868,0.2256840263929135,0.10850865836261168,0.0223344560854286
119,0,0.7819669950134246,0.2938185350827388,0.49616903959095554,0.16378515633801305,0.017301236149111762,0.6041919533932296,0.16620556518709056,0.03606837504623709,0.012447713886317824
120,0,0.6684746071535803,0.1341123838968956,0.29773872144496527,0.10895801492416723,0.01936330897635175,0.5807998932305968,0.16133246735908457,0.0988231020447142,0.030723213465085466
121,0,1.6213805556614287,0.1109649665496708,0.574206079846694,0.24540636024482207,0.011212766069113082,0.1060925423427117,0.3094117300992175,0.3126522142595569,0.015224386984578816
